profile_name,user_reviews,rating_date,visit_date,summary,text,stars
ToastMasterX,84 reviews,"Reviewed October 29, 2020",Date of visit: October 2020,Kids restaurant,"Our 2 and 6yr olds loved the experience - the costume characters of Mama & Willy, the dancers and the lady outside who does face painting and sparkle tattoos (€5-10). Generally, was great to go somewhere that put on a show and had an atmosphere...More",3
peterlE3576YX,94 reviews,"Reviewed October 28, 2020",Date of visit: September 2020,Great food huge portions,Had dinner here whilst away on a family holiday in September. Had chicken wings to start potion was good size and wings were excellent and juicy. Had one of the signature burgers for a main and it was fantastic juicy and very filling. All the...More,5
JoshuaB444,3 reviews,"Reviewed October 27, 2020",Date of visit: October 2020,Great Experience,Me and my partner came here with our 2 year old one evening. Everybody who worked here was lovely and a real credit to the restaurant. The portions where absolutely huge and we where rightly advised by the waiter to share the nachos for starter....More,4
bronzegod1,22 reviews,"Reviewed October 18, 2020",Date of visit: October 2020,Awesome,Great food. Great entertainment. Great atmosphere and great staff. Can't fault it and if you're lucky you might bump into a celebrity 😉,5
shar0nm0rris,27 reviews,"Reviewed October 18, 2020",Date of visit: October 2020,Good fun and food,"Always worth a visit. Super COVID safe and great food and entertainment. I had baby ribs and they were delicious but so huge I took the rest home,",5
910nickn,6 reviews,"Reviewed October 16, 2020",Date of visit: October 2020,"Amazing place super service, nice atmosphere","Amazing place with fair prices, fast service ,live shows on.  Ordered a spicy bbq beefburger , i think i get it in like 10 minutes btw was large with fries and salad on the site . Anton, one of the waiters that was serving my...More",5
stevenmB8499OD,2 reviews,"Reviewed October 16, 2020",Date of visit: October 2020,Family night out,Went with the family staff were great and food was amazing would highly recommend would definitely go again.,5
Andyee,5 reviews,"Reviewed October 14, 2020",Date of visit: September 2020,Fantastic place real nice venue,"Hi guys I want to say we always go here when I’m in Cyprus it’s a great meal with a fantastic live show every night even the hostess owner sings what a amazing voice you have. 
Thank you very much for making us feel so...More",5
tomsingleton10,45 reviews,"Reviewed October 13, 2020",Date of visit: October 2020,A much needed smile..,Thanks so much for the kind hospitality and making our holiday an enjoyable one. We visited three times during our holiday with our three year old daughter and we had an amazing time. The girls made our daughter feel included and made a fuss of...More,5
lewismE3873HR,5 reviews,"Reviewed October 10, 2020",Date of visit: October 2020,“Small is large and large is ridiculous😍”,"By far, the best place we have eaten since being on holiday. Originally we stayed in the Coral Bay Area but ventured to Pafos a couple of times, on our first time in Pafos we walked past ‘Fat Mamas’ took one look at the menu...More",5
QualityPolis,69 reviews,"Reviewed October 10, 2020",Date of visit: October 2020,Lost the plot,"Visited this restaurant many time over the years. Sadly the experience of this week was not great.

Firstly a young guy who was greeting diners  thought it was okay to charge up to me and point a temperature gauge at my head which I quickly...More",2
Annamu1986,8 reviews,"Reviewed October 3, 2020",Date of visit: October 2020,Amazing,"This is the second time i have eaten here. Today we were and to my suprise Stavros Flately was going to perform. I was super excited. Staff is amazing, quick and friendly. Food is amazing we had nachos garlic bread and steak and my baby...More",5
greekfan2019,6 reviews,"Reviewed October 2, 2020",Date of visit: September 2020,Fantastic service,"Really great night at Fat Mamas who are still putting on a fantastic evening, despite restrictions with covid 19. Food was so lovely, service was brilliant and the show as always- just amazing! Stavros Flately was performing on the night we had booked, which added...More",5
maggielK6611ZH,3 reviews,"Reviewed October 2, 2020",Date of visit: September 2020,Recommended,I would recommend at least one vist of your holiday to fat mamas excellent food and nice friendly staff and service perfect entertainment put on for everyone many times through the night bit expensive on drinks side but highly recommended,4
KMcN5,77 reviews,"Reviewed September 30, 2020",Date of visit: September 2020,We had a fun night at Fat,"We had a fun night at Fat Mamas. Stavros Flatley were performing and it was a good laugh. 
It cheered a lot of people up during they’ve uncertain times. 
The food was good but if your not a bug eater don’t order a starter as...More",4
BajandreamingDorset,64 reviews,"Reviewed September 28, 2020",Date of visit: September 2020,Awful display!,Seriously? Scantily clad young teen girls paraded for your entertainment whilst you try to eat your dinner during Covid times in 2020? We walked away fast. We have daughters and felt that the dance demo was simply tacky and voyeuristic. We couldn't stay.More,2
Dindda,184 reviews,"Reviewed September 27, 2020",Date of visit: September 2020,Fantastic food and a party atmosphere,We decided to visit Fat Mama’s on our last night in Paphos based on the trip adviser reviews. We wish we had done this earlier! The food was the best we had in the fortnight we were in the area. The portions are huge which...More,5
271jor,28 reviews,"Reviewed September 24, 2020",Date of visit: September 2020,"Great atmosphere, great restaurant","Had a wonderful evening at Fat Mamas. We had walked past a few times and saw how packed it was with people enjoying meals, drinks and entertainment. So decided to give it a try and it didn't disappoint. Food was great, atmosphere great and all...More",5
lrossx89,3 reviews,"Reviewed September 24, 2020",Date of visit: September 2020,Friendly staff huge portions great atmosphere,We came to this restuarant during our trip to paphos and we were not disappointed. Value for money .. we were surprised at pir meal 2 starters 2 mains 1 pudding 4 cocktals (happy hour) and 3 juices 62€ .. the portion sizes were huge...More,5
498bevs,23 reviews,"Reviewed September 22, 2020",Date of visit: September 2020,Great service and staff,Very friendly staff and good service we had the ribs but unless you're a big eater go small very delicious but salty Had the 3 girls doing their show for a little while the children liked it but wouldn't rush back,2
204pamelap,3 reviews,"Reviewed September 21, 2020",Date of visit: September 2020,Fantastic Service and safety Measures,"Fat Mama's restaurant have been absolutely amazing. From Sanitisation, track and trace details being taken, temperature of all arriving to dine and proper enforcement of social distancing. The food, entertainment and service was excellent. And the portions........ well we have enough for lunch tomorrow as...More",5
NROnline2k,23 reviews,"Reviewed September 19, 2020",Date of visit: September 2020,Nice Family Run Business But Mind The Beef,"Recently spent two weeks in Paphos and visited Fat Mamma's a few times. Staff are always very friendly  and run by an English family.

Love entertainment every night, although same routine. Staff are lovely and always come with humour and very inviting.

Only gripe is...More",3
TessaDW,106 reviews,"Reviewed September 16, 2020",Date of visit: September 2020,The place to go for a nice meal and great entertainment,"Went 2 times during our stay in Paphos. The food of the highest quality, great service and super friendly staff. All very well organised. The entertainment was unexpected and very well performed with a touch of humor for good measure. I would recommend this place...More",5
PaddySarge,5 reviews,"Reviewed September 16, 2020",Date of visit: August 2020,"Great Food, Great Atmosphere!","Came here as a group of 26 the night before our wedding. We booked it quite late but they still managed to accommodate us. The staff where great, they did a lovely announcement about us being the first wedding in the area this year due...More",5
